@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1,9-10'

@attribute volacid numeric
@attribute citricacid numeric
@attribute residualsugar numeric
@attribute chlorides numeric
@attribute freesulfur numeric
@attribute totalsulfur numeric
@attribute density numeric
@attribute alcohol numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.33,0.44,7.6,0.05,40,227,0.99679,9,5
0.3,0.3,8.1,0.05,40,188,0.99652,9.1,6
0.1,0.24,6,0.039,25,107,0.99511,10.5,7
0.33,0.18,3,0.036,5,85,0.99125,11.5,4
0.32,0.29,4.9,0.036,41,150,0.99168,12.2,6
0.23,0.42,5.1,0.042,37,144,0.99518,10.2,6
0.21,0.35,1.2,0.041,7,106,0.9914,11.3,4
0.28,0.26,1.7,0.042,34,130,0.9925,10.7,8
0.27,0.29,3.9,0.059,28,199,0.9961,10.3,5
0.16,0.24,1.4,0.046,17,77,0.99319,10.3,6
0.23,0.18,8.5,0.044,59,188,0.99558,9.5,5
0.21,0.28,2.7,0.034,23,111,0.99405,10.2,4
0.16,0.26,7.3,0.047,30,220,0.99622,10.1,6
0.24,0.3,2.3,0.05,23,106,0.99397,10,5
0.41,0.16,0.9,0.032,25,98,0.99274,9.5,5
0.26,0.43,11.75,0.045,53,198,0.9969,9.5,5
0.44,0.18,7.7,0.096,28,210,0.99771,9.2,5
0.24,0.29,3,0.036,17,117,0.99411,10.1,6
0.34,0.28,7.5,0.04,70,230,0.99558,9.8,6
0.34,0.28,7.5,0.04,70,230,0.99558,9.8,6
0.29,0.14,7.05,0.045,50,177,0.99564,9,5
0.27,0.17,8.4,0.044,60,198,0.99578,9.4,5
0.35,0.35,5.6,0.034,9,148,0.99441,9.8,4
0.26,0.28,4.8,0.05,34,150,0.99437,10,6
0.27,0.37,9.7,0.042,36,130,0.9979,9.9,6
0.46,0.26,6.3,0.147,49,159,0.99434,10,5
0.34,0.34,2.6,0.051,40.5,210,0.99314,10,5
0.32,0.33,2.5,0.052,40,210,0.99316,10,5
0.19,0.27,1.6,0.027,35,136,0.99248,11,7
0.2,0.26,1.6,0.027,36,141,0.99268,10.8,6
0.32,0.33,10.4,0.031,47,194,0.99692,9.6,6
0.26,0.15,1.2,0.053,35,124,0.99347,8.8,5
0.27,0.79,11.95,0.04,51,159,0.99839,8.7,5
0.34,0.1,1.4,0.049,29,118,0.9936,9.5,5
0.29,0.49,1.4,0.142,52,148,0.9937,9,6
0.37,0.37,4.85,0.041,39.5,216.5,0.99432,9.8,6
0.2,0.24,5.3,0.075,49,201,0.99466,9.5,5
0.18,0.22,1.5,0.043,45,155,0.99238,10.2,5
0.21,0.36,18.1,0.046,32,133,1,8.8,5
0.21,0.36,18.1,0.046,32,133,1,8.8,5
0.4,0.41,14.1,0.053,37,194,0.99886,9.4,6
0.28,0.45,7.5,0.045,46,203,0.99573,9.2,6
0.34,0.36,1.4,0.032,13,145,0.99214,9.8,5
0.12,0.3,3.1,0.018,15,37,0.99004,11.9,7
0.18,0.33,1.4,0.029,35,138,0.99114,11.5,7
0.17,0.24,8.1,0.121,32,162,0.99508,10.4,8
0.17,0.24,8.1,0.121,32,162,0.99508,10.4,8
0.16,0.35,1.5,0.036,29,108,0.99342,10.2,6
0.42,0.13,12.8,0.044,26,158,0.99772,9,5
0.54,0.27,7.1,0.049,8,178,0.99502,9.4,4
0.23,0.25,17.3,0.046,15,110,0.99828,9.2,6
0.26,0.42,7.1,0.045,62,209,0.99544,9.5,6
0.15,0.44,1.2,0.043,67,150,0.9907,11.2,7
0.255,0.65,1.2,0.079,17,137,0.99307,9.4,5
0.28,0.22,10,0.052,36,131,0.99696,9.6,5
0.255,0.65,1.2,0.079,17,137,0.99307,9.4,5
0.14,0.28,1.3,0.026,10,56,0.99352,9.9,5
0.34,0.36,4.9,0.035,31,185,0.9946,9.7,5
0.28,0.56,1.7,0.156,49,106,0.99354,9.2,6
0.18,0.3,12.8,0.062,19,171,0.99808,9,7
0.18,0.3,12.8,0.062,19,171,0.99808,9,7
0.18,0.3,12.8,0.062,19,171,0.99808,9,7
0.18,0.3,12.8,0.062,19,171,0.99808,9,7
0.18,0.3,12.8,0.062,19,171,0.99808,9,7
0.18,0.3,12.8,0.062,19,171,0.99808,9,7
0.13,0.28,13.3,0.05,47,132,0.99655,10.1,6
0.34,0.3,8.5,0.059,24,152,0.99615,11,7
0.32,0.29,1.5,0.038,32,144,0.99296,10.8,5
0.5,0.13,5,0.028,12,107,0.99079,13.5,7
0.3,0.29,2.8,0.025,37,107,0.99159,11.3,7
0.2,0.36,2.5,0.028,22,157,0.9938,10.6,6
0.26,0.33,8.1,0.024,47,202,0.99558,10.8,6
0.25,0.32,8.2,0.024,53,209,0.99563,10.8,6
0.3,0.29,2.8,0.025,37,107,0.99159,11.3,7
0.18,0.41,14.2,0.039,47,129,0.99678,10.3,7
0.36,0.52,10.1,0.05,29,140,0.99628,9.4,5
0.21,0.37,3.2,0.021,20,80,0.99076,12,5
0.24,0.26,1.7,0.033,36,136,0.99316,10.4,7
0.24,0.27,11.4,0.034,40,174,0.99773,9,5
0.18,0.36,1.2,0.046,9,71,0.99199,10.9,7
0.15,0.28,0.8,0.037,43,127,0.99198,9.3,5
0.23,0.29,14.45,0.057,29,144,0.99756,10.2,6
0.17,0.24,9.6,0.119,56,178,0.99578,10.2,6
0.19,0.23,5.1,0.034,71,204,0.9942,10.1,5
0.15,0.44,12.6,0.052,65,158,0.99688,10.3,7
0.33,0.34,6.6,0.067,35,156,0.99542,9.3,6
0.12,0.25,1.4,0.039,21,131,0.99114,11.2,7
0.3,0.3,2,0.03,38,142,0.98892,12.9,7
0.15,0.3,13.3,0.049,46,120,0.99704,9.5,7
0.35,0.25,5.6,0.032,23,120,0.99334,10.3,7
0.32,0.24,5.6,0.033,23,120,0.99334,10.3,7
0.31,0.17,1,0.042,21,144,0.99304,9.6,5
0.17,0.29,2.4,0.029,52,119,0.98944,12.9,6
0.31,0.17,1,0.042,21,144,0.99304,9.6,5
0.17,0.29,2.4,0.029,52,119,0.98944,12.9,6
0.18,0.28,7.1,0.041,29,110,0.99652,9.2,6
0.31,0.32,1.2,0.024,20,166,0.99208,9.8,6
0.23,0.25,1.6,0.036,28,143,0.99256,10.3,6
0.18,0.37,1.5,0.043,16,104,0.99216,10.8,5
0.3,0.25,3.3,0.041,26,124,0.99428,9.3,6
0.46,0.31,5,0.027,15,72,0.99165,11.5,7
0.23,0.36,16.3,0.038,43,133,0.99924,8.8,5
0.28,0.39,10.2,0.045,59,209,0.9972,9.6,6
0.25,0.34,13.7,0.044,66,184,0.99976,8.9,5
0.2,0.22,1.3,0.049,25,155,0.99296,10,5
0.21,0.44,7.4,0.045,47,182,0.9957,9.1,5
0.23,0.42,7.4,0.044,56,189,0.9958,9.3,6
0.25,0.34,13.7,0.044,66,184,0.99976,8.9,5
0.16,0.29,10.4,0.046,59,143,0.99518,10.8,6
0.28,0.29,1.1,0.028,18,69,0.99168,10,6
0.18,0.31,6.5,0.029,53,160,0.99276,10.9,6
0.26,0.3,4.6,0.027,29,92,0.99085,12,7
0.4,0.27,5.2,0.03,32,101,0.99172,12.3,7
0.23,0.32,16.4,0.045,62,153,0.9972,10.5,5
0.2,0.31,3.6,0.036,22,91,0.99278,9.8,6
0.35,0.28,12.4,0.051,86,213,0.9962,9.9,6
0.17,0.31,1.5,0.041,34,121,0.99092,10.5,6
0.32,0.28,4.8,0.034,25,100,0.99026,12.4,7
0.2,0.19,12.3,0.048,54,145,0.99668,9.3,6
0.615,0.42,12,0.067,24,131,0.99727,9.3,5
0.34,0.3,1.8,0.045,44,142,0.9914,10.8,6
0.17,0.34,1.8,0.045,96,170,0.99035,11.8,8
0.17,0.36,1.4,0.036,38,108,0.99006,12,6
0.43,0.3,6.6,0.025,15,138,0.99126,12.6,6
0.34,0.18,6.4,0.082,47,240,0.9971,9.2,5
0.33,0.34,11.8,0.059,42,240,0.99882,10,6
0.13,0.26,5.1,0.039,19,103,0.99478,9.3,6
0.16,0.36,5.9,0.054,25,148,0.99578,10.2,6
0.26,0.15,1.3,0.06,51,154,0.99354,8.7,5
0.27,0.29,10.8,0.028,17,118,0.99356,11.2,6
0.16,0.37,1.8,0.034,36,95,0.98952,12,6
0.16,0.3,7.4,0.05,58,152,0.99612,9.5,6
0.44,0.44,14.4,0.048,29,228,0.99955,8.8,7
0.2,0.24,1.7,0.052,36,135,0.99374,10.8,6
0.29,0.32,3.6,0.026,39,138,0.9892,13.1,7
0.2,0.31,7.4,0.053,32,211,0.99587,10.4,6
0.3,0.36,11,0.034,8,70,0.99354,12.2,6
0.25,0.51,8,0.047,61,189,0.99604,9.2,5
0.37,0.3,2.2,0.033,39,107,0.98894,13.5,7
0.25,0.51,8,0.047,61,189,0.99604,9.2,5
0.22,0.32,7.2,0.028,15,83,0.993,10.9,8
0.2,0.26,1.6,0.04,36,123,0.99238,10.8,6
0.18,0.72,9.6,0.039,53,151,0.99802,8.9,5
0.27,0.48,6.1,0.042,60,184,0.99566,9.4,6
0.3,0.32,1.7,0.03,23,128,0.9929,10.9,5
0.17,0.41,1.6,0.052,24,126,0.99228,10.8,5
0.19,0.39,1,0.032,14,71,0.98912,13,7
0.2,0.24,9.2,0.044,25,150,0.99502,10.5,5
0.14,0.31,1.2,0.034,53,138,0.99084,11.5,7
0.22,0.34,11.6,0.05,59,140,0.99526,10.8,5
0.45,0.43,7.2,0.064,31,186,0.9954,9.4,5
0.15,0.27,1.4,0.041,51,117,0.9909,11.2,6
0.22,0.38,1.3,0.046,24,90,0.99232,10,6
0.22,0.31,5.6,0.049,24,97,0.993,10.9,5
0.15,0.29,2.3,0.033,14,82,0.99132,11.2,7
0.2,0.34,1,0.035,40,86,0.98993,11.7,5
0.31,0.07,1.5,0.033,55,144,0.99208,10,5
0.21,0.33,1,0.037,66,144,0.9923,10.2,6
0.15,0.32,1.3,0.036,19,76,0.98964,12.3,6
0.18,0.58,1.25,0.034,29,129,0.98984,12,7
0.23,0.23,1.2,0.018,18,128,0.99178,10.6,5
0.17,0.29,5,0.028,25,108,0.99076,12.3,6
0.48,0.32,1.4,0.021,22,121,0.9889,12.7,7
0.15,0.38,1.7,0.037,20,84,0.99046,11.4,6
0.17,0.36,1.8,0.029,93,161,0.98999,12,7
0.21,0.32,1.6,0.045,38,95,0.98946,12.4,8
0.32,0.33,2.1,0.027,35,138,0.98945,12.7,6
0.25,0.35,6.7,0.039,22,64,0.99362,10.7,5
0.475,0.33,3.95,0.047,16,81,0.98988,13.4,7
0.41,0.31,1.6,0.042,18,101,0.99195,10.5,5
0.22,0.34,0.7,0.04,5,25,0.9918,10.5,4
0.36,0.36,11.1,0.032,21,132,0.99313,13,6
0.18,0.28,0.8,0.032,25,78,0.99104,11.1,5
0.16,0.37,1.1,0.031,37,97,0.9922,10.5,6
0.22,0.32,2.2,0.028,36,92,0.99076,11.9,7
0.37,0.2,7.6,0.031,49,170,0.99558,9.5,5
0.22,0.32,2.2,0.028,36,92,0.99076,11.9,7
0.18,0.3,1.2,0.046,49,199,0.99413,9.3,5
0.39,0.31,2.7,0.054,27,202,0.9948,10.5,6
0.25,0.3,7.8,0.038,67,196,0.99555,10.1,5
0.31,0.31,9.1,0.036,45,140,0.99216,12,7
0.29,0.34,7.8,0.036,49,128,0.99397,10.7,6
0.12,0.29,10.3,0.039,41,98,0.99564,9.8,8
0.29,0.34,7.8,0.036,49,128,0.99397,10.7,6
0.29,0.28,8.3,0.026,27,107,0.99308,11,6
0.26,0.48,6.2,0.049,55,182,0.99582,9.4,6
0.28,0.52,5,0.078,30,139,0.99494,9,6
0.12,0.38,0.9,0.034,36,86,0.99026,12,6
0.23,0.41,8,0.03,30,114,0.99368,11,6
0.38,0.38,13.1,0.112,14,94,0.99792,9.2,5
0.38,0.29,4.9,0.021,38,113,0.99026,13,7
0.34,0.26,2.2,0.021,31,119,0.98919,13,8
0.31,0.31,0.95,0.021,52,148,0.99038,11.5,5
0.2,0.3,1.4,0.025,17,76,0.99104,11,6
0.31,0.31,0.95,0.021,52,148,0.99038,11.5,5
0.23,0.3,14.9,0.051,33,118,0.99835,9,6
0.3,0.3,10.55,0.037,4,28,0.99184,12.7,6
0.18,0.28,10.2,0.039,29,115,0.99469,10.9,7
0.19,0.31,6.3,0.034,17,103,0.99305,11.4,7
0.18,0.28,9.8,0.039,29,113,0.99406,10.9,7
0.18,0.28,9.8,0.039,29,113,0.99406,10.9,7
0.25,0.33,1.2,0.035,35,158,0.99082,11.3,6
0.16,0.32,1.1,0.036,74,184,0.99096,11,6
0.27,0.32,4.5,0.032,58,178,0.98956,12.6,7
0.32,0.3,8.25,0.02,14,104,0.99362,11.4,6
0.13,0.37,12.85,0.042,36,105,0.99581,10.7,6
0.22,0.3,8.9,0.024,17,118,0.99456,10.5,6
0.19,0.25,10.8,0.042,33,124,0.99646,9.2,6
0.24,0.38,8.3,0.045,50,185,0.99578,9.5,6
0.24,0.33,2.5,0.026,31,85,0.99014,11.3,7
0.33,0.41,16.8,0.037,58,173,0.99882,9.4,6
0.21,1,1.1,0.154,46,114,0.9931,9.2,6
0.24,0.37,6.1,0.027,38,112,0.99086,12.4,6
0.25,0.44,1.7,0.024,36,116,0.98935,12.5,6
0.15,0.38,15.3,0.045,54,120,0.9975,9.8,6
0.21,0.8,12.3,0.038,77,183,0.99778,9,5
0.28,0.43,7.6,0.03,30,110,0.99164,12.5,8
0.25,0.47,4.1,0.041,95,163,0.99184,11.3,6
0.15,0.4,1.5,0.042,23,87,0.98972,12.2,7
0.19,0.48,1.1,0.026,23,58,0.99184,10.5,6
0.25,0.54,7,0.046,58,176,0.99454,10.4,5
0.31,0.32,4.5,0.024,28,94,0.98906,13.7,7
0.37,0.37,1.5,0.024,12,76,0.98876,12.3,6
0.36,0.38,3.2,0.031,20,89,0.98956,12,7
0.78,0.5,1.5,0.045,30,133,0.99104,11.7,5
0.33,0.27,6.7,0.022,44,129,0.99221,11,7
0.34,0.4,2.1,0.033,34,111,0.98924,12.2,7
0.21,0.49,2.5,0.047,20,130,0.99178,11.1,5
0.27,0.52,3.2,0.043,28,152,0.99129,11.4,6
0.35,0.46,14.7,0.047,33,151,0.99709,10.3,5
0.23,0.39,1.9,0.036,41,98,0.99,11.9,7
0.28,0.39,1.4,0.031,47,147,0.98836,12.9,7
0.23,0.34,1.6,0.043,24,129,0.99305,10.4,5
0.23,0.38,8.6,0.052,41,150,0.99534,10.3,5
0.17,0.32,4.2,0.04,37,117,0.99182,11.3,6
0.39,0.39,11.9,0.057,51,221,0.99851,8.9,6
0.39,0.39,11.9,0.057,51,221,0.99851,8.9,6
0.32,0.4,8.7,0.038,45,154,0.99568,10.4,6
0.39,0.47,7.5,0.027,12,88,0.9907,14,6
0.25,1.23,4.6,0.035,51,294,0.99018,13.1,6
0.36,0.37,4.8,0.019,39,114,0.99036,12.7,7
0.36,0.37,4.8,0.019,39,114,0.99036,12.7,7
0.19,0.38,5.1,0.019,22,82,0.98961,12.5,6
0.16,0.26,6.3,0.043,28,113,0.9936,9.9,6
0.33,0.36,6.6,0.042,34,116,0.99123,12.2,8
0.21,0.34,11.9,0.039,55,140,0.9959,10.3,6
0.17,0.36,6.4,0.055,42,123,0.99318,11,8
0.28,0.3,1.5,0.026,31,114,0.98952,12.5,7
0.12,0.33,1,0.038,23,131,0.99164,9.8,5
0.21,0.42,5.3,0.037,36,123,0.99321,10.9,6
0.22,0.38,9.1,0.044,35,127,0.99326,11,7
0.34,0.44,6.5,0.027,47,126,0.99124,12.5,6
0.31,0.36,5.1,0.031,46,145,0.9897,12.4,7
0.28,0.34,7.5,0.035,34,177,0.99692,9.1,5
0.29,0.39,6.75,0.031,22,98,0.9913,12.9,7
0.21,0.42,1.2,0.045,24,126,0.99234,10.9,6
0.21,0.34,16.05,0.04,56,142,0.99678,10.6,5
0.18,0.45,4.6,0.041,67,158,0.9927,10.6,6
0.335,0.2,1.7,0.033,17,74,0.99002,12.3,6
0.33,0.23,5,0.053,29,106,0.99458,9,5
0.15,0.28,3.7,0.045,57,151,0.9913,11.2,6
0.27,0.42,7.3,0.054,58,200,0.99556,9.4,6
0.27,0.29,2.5,0.059,37,115,0.99328,9.8,5
0.29,0.35,1.4,0.036,42,109,0.99119,11.6,6
0.21,0.36,8.55,0.02,20,86,0.99146,13.4,7
0.22,0.41,6.7,0.034,39,116,0.99245,11.5,6
0.27,0.49,3.8,0.037,46,139,0.99116,11.6,6
0.25,0.37,4.5,0.039,41,147,0.9921,11.1,7
0.26,0.37,5.5,0.025,31,105,0.99082,12.6,8
0.19,0.31,14.5,0.045,39,193,0.9986,9.2,6
0.19,0.31,14.5,0.045,39,193,0.9986,9.2,6
0.19,0.31,14.5,0.045,39,193,0.9986,9.2,6
0.32,0.32,1.5,0.03,24,101,0.98923,13,5
0.19,0.32,18.75,0.047,32,193,1.00014,9.3,7
0.24,0.12,1.4,0.035,60,247,0.99358,9.6,6
0.24,0.32,10.5,0.03,34,105,0.99407,11.8,6
0.23,0.2,2,0.043,39,154,0.99226,10.2,6
0.33,0.36,2.6,0.051,26,126,0.99097,12.7,6
0.22,0.32,2.4,0.045,29,100,0.99135,11.3,7
0.38,0.36,9.2,0.061,42,214,0.9976,9.4,5
0.15,0.29,1.8,0.044,21,115,0.99166,10.2,5
0.34,0.25,6.4,0.035,38,103,0.99148,12.2,6
0.21,0.31,2.9,0.046,40,121,0.9913,10.9,7
0.17,0.35,1.8,0.04,29,84,0.98961,12,7
0.24,0.35,2.3,0.039,43,109,0.99056,11.8,6
0.19,0.29,2,0.022,33,96,0.98902,12.8,7
0.32,0.3,1.9,0.033,41,142,0.98912,12.8,7
0.145,0.33,1.1,0.042,14,64,0.99012,11.8,7
0.435,0.38,9.2,0.058,66,243,0.99833,9.1,6
0.26,0.33,4.35,0.04,15,80,0.98934,12.7,6
0.17,0.31,1.6,0.037,15,103,0.991,12,6
0.17,0.3,2,0.047,13,117,0.99152,11.6,6
0.17,0.28,1.8,0.042,62,178,0.99204,10.2,5
0.17,0.36,1.3,0.036,11,70,0.99202,10.4,7
0.24,0.29,1,0.038,18,122,0.9906,11.5,5
0.23,0.32,8.6,0.046,47,159,0.99452,10.5,6
0.22,0.28,3.7,0.059,29,151,0.99177,12.1,7
0.38,0.29,13.65,0.048,52,189,0.99784,9.5,6
0.38,0.29,13.65,0.048,52,189,0.99784,9.5,6
0.27,0.28,15.2,0.046,6,41,0.99665,10.9,6
0.2,0.28,12.8,0.038,29,132,0.99426,11.8,7
0.2,0.28,12.6,0.048,54,136,0.99556,10.7,6
0.17,0.27,9.9,0.047,26,101,0.99596,9.9,6
0.3,0.21,1.1,0.032,31,111,0.9889,12.2,6
0.29,0.25,1.4,0.033,30,114,0.98794,13.2,6
0.3,0.21,1.1,0.032,31,111,0.9889,12.2,6
0.19,0.21,1.7,0.045,57,135,0.99341,9.5,5
0.22,0.26,9,0.047,38,132,0.997,10.2,6
0.22,0.32,4.9,0.046,50,156,0.99316,11.2,6
0.32,0.31,1.9,0.037,34,126,0.99,11.8,6
0.29,0.3,8.2,0.026,35,112,0.99144,12.3,6
0.38,0.26,9.55,0.036,35,91,0.9919,12.4,6
0.19,0.29,5.5,0.042,44,189,0.99304,10.3,6
0.27,0.25,5,0.024,52,99,0.9925,11.4,5
0.18,0.28,1.3,0.034,9,94,0.99092,11.2,6
0.33,0.32,7.8,0.052,52,183,0.99657,9.5,5
0.32,0.3,9.9,0.041,63,192,0.99642,10.2,6
0.37,0.4,11.6,0.032,34,214,0.9963,9.8,6
0.3,0.3,2.1,0.031,50,163,0.9895,12.7,7
0.28,0.49,20.15,0.06,30,145,1.00196,8.5,5
0.29,0.28,4.7,0.059,28,81,0.99036,12.7,8
0.32,0.27,4.9,0.034,18,122,0.9916,12.5,6
0.18,0.39,14.5,0.051,48,156,0.99947,9.1,5
0.17,0.4,14.55,0.047,47,156,0.99945,9.1,6
0.255,0.27,1.3,0.037,30,86,0.98834,12.9,7
0.34,0.29,5.2,0.076,19,92,0.99138,12.5,6
0.3,0.44,18.5,0.057,65,224,0.99956,9.1,5
0.17,0.29,9.7,0.044,33,98,0.99536,9.2,6
0.47,0.29,4.75,0.034,29,134,0.99056,13,7
0.54,0,1.4,0.033,40,107,0.98918,12.4,5
0.105,0.31,1.3,0.037,55,145,0.9912,11.1,7
0.29,0.41,7.8,0.046,52,171,0.99537,9.6,5
0.16,0.36,1.1,0.031,27,93,0.98884,13.2,8
0.24,0.3,3.85,0.042,105,179,0.99189,11.3,8
0.19,0.4,9.85,0.055,41,103,0.99532,10.5,6
0.16,0.36,2,0.045,24,131,0.99284,10.5,6
0.36,0.45,10.4,0.06,22,184,0.99711,9.8,6
0.22,0.3,1.1,0.047,36,131,0.992,10.4,5
0.36,0.26,8.15,0.035,14,88,0.99031,13,7
0.21,0.32,4.8,0.056,39,113,0.99393,10.2,7
0.28,0.31,7.4,0.041,7,81,0.99254,11.4,8
0.2,0.44,1,0.057,24,111,0.99158,11.2,6
0.28,0.27,15.5,0.036,31,134,0.99408,13,7
0.24,0.36,8.4,0.042,42,123,0.99473,10.9,6
0.3,0.36,2,0.052,18,141,0.99273,10.5,6
0.33,0.3,3,0.036,30,124,0.98922,13.1,7
0.29,0.45,14.3,0.054,30,181,0.99869,9.1,5
0.33,0.31,4.2,0.04,21,93,0.9896,13.4,7
0.16,0.34,1.4,0.029,29,133,0.99108,11.5,7
0.2,0.32,3,0.031,26,118,0.99134,11.2,7
0.21,0.31,1.2,0.043,30,117,0.99158,11,6
0.33,0.34,2,0.044,61,171,0.98947,13.3,7
0.29,0.29,1.8,0.036,38,102,0.98819,13.7,7
0.33,0.62,7.5,0.038,46,132,0.99143,13.4,7
0.36,0.27,6.3,0.028,40,132,0.99186,11.6,6
0.28,0.44,7.1,0.048,49,179,0.99528,9.2,5
0.31,0.35,7.2,0.046,45,178,0.9955,9.7,5
0.23,0.37,8.5,0.036,46,153,0.99576,9.4,6
0.2,0.29,19.5,0.039,69,237,1.00037,9.2,6
0.23,0.37,8.5,0.036,46,153,0.99576,9.4,6
0.2,0.29,19.9,0.039,69,237,1.00037,9.2,6
0.2,0.28,0.9,0.023,49,87,0.99062,11.1,6
0.48,0.12,4.5,0.05,23,86,0.99398,9,5
0.64,0.28,4.4,0.032,19,78,0.99036,12.9,6
0.15,0.34,1.1,0.035,31,93,0.99096,11.3,7
0.25,0.27,9.7,0.036,15,85,0.99406,11.2,6
0.655,0,5.6,0.033,8,31,0.9936,10.5,4
0.23,0.27,2.6,0.035,39,120,0.99138,11.3,7
0.25,0.28,7.25,0.028,14,78,0.99238,11.5,7
0.32,0.32,1.5,0.037,12,76,0.98993,12.3,6
0.24,0.3,1.4,0.041,15,102,0.9929,10.4,6
0.28,0.36,1.3,0.053,28,186,0.99211,10.8,5
0.32,0.27,7.1,0.027,37,122,0.99165,12.6,7
0.14,0.18,1.4,0.047,30,90,0.99164,11.2,6
0.16,0.25,14.3,0.044,27,149,0.998,9.2,6
0.38,0.24,7.2,0.047,41,151,0.99604,9.2,5
0.45,0.28,26.05,0.031,27,122,1.00295,10.6,6
0.36,0.28,6.1,0.029,12,93,0.99054,12.8,7
0.37,0.2,5.6,0.117,61,183,0.99459,9.5,5
0.38,0.2,5.3,0.117,57,181,0.99459,9.5,6
0.36,0.2,5.7,0.118,61,172,0.9946,9.5,6
0.21,0.51,17.6,0.045,34,125,0.99966,8.8,6
0.25,0.4,5.7,0.052,56,152,0.99398,10.5,6
0.085,0.33,1.4,0.036,17,109,0.99306,9.5,6
0.32,0.17,17.75,0.06,51,190,0.99916,8.8,6
0.52,0.26,5.7,0.038,27,130,0.99,13,7
0.28,0.28,8.5,0.03,25,191,0.99338,12.2,7
0.275,0.3,5.4,0.043,41,149,0.9926,10.8,7
0.6,0.12,1.8,0.05,11,76,0.99268,10.4,4
0.26,0.31,1.3,0.034,59,145,0.98944,12.4,6
0.32,0.28,4.3,0.032,46,115,0.98946,13,8
0.21,0.18,11.6,0.044,61,155,0.99655,9.4,6
0.3,0.29,6.2,0.025,29,95,0.99071,12.9,7
0.34,0.2,1,0.053,26,112,0.99336,9.1,5
0.58,0.58,8.2,0.032,29,169,0.99275,12.2,6
0.16,0.44,1.2,0.051,39,122,0.99058,11.3,7
0.21,0.35,2.5,0.04,41,186,0.99128,12.5,6
0.22,0.26,8.8,0.027,23,112,0.9931,11.4,6
0.23,0.25,18.8,0.085,19,111,1.00044,8.7,5
0.15,0.4,1.3,0.053,61,146,0.99112,11,6
0.34,0.43,1.6,0.041,29,114,0.99014,12.6,6
0.24,0.31,13.1,0.05,26,180,0.99884,9.1,6
0.2,0.18,10.6,0.045,57,159,0.99666,9.2,5
0.22,0.26,1.2,0.041,29,182,0.99104,11.2,5
0.18,0.24,3.4,0.053,20,119,0.99373,9.2,6
0.3,0.45,8,0.038,54,200,0.9956,9.5,5
0.265,0.28,6.9,0.036,46,150,0.99299,10.8,7
0.255,0.33,1.2,0.051,29,122,0.99048,11.3,6
0.17,0.28,2.9,0.03,22,111,0.9902,11.3,7
0.22,0.2,20.8,0.035,58,184,1.00022,9,6
0.28,0.41,1.3,0.044,11,126,0.99293,10.3,5
0.22,0.46,1.8,0.16,34,74,0.9884,13.4,6
0.32,0.48,8,0.026,18,88,0.99144,12.7,4
0.15,0.28,14.7,0.051,29,149,0.99792,9,7
0.27,0.28,1.8,0.04,45,121,0.99043,11.9,5
0.28,0.29,6.8,0.051,40,143,0.99374,11,6
0.26,0.34,1.4,0.04,25,184,0.99216,10.7,5
0.46,0.15,2.1,0.026,29,130,0.98953,13.4,8
0.19,0.32,7.4,0.015,47,124,0.99278,11,6
0.17,0.23,2.9,0.039,10,108,0.99243,10,5
0.26,0.34,1.4,0.04,25,184,0.99216,10.7,5
0.27,0.33,1.4,0.042,24,183,0.99215,10.7,5
0.19,0.32,7.4,0.015,47,124,0.99278,11,6
0.2,0.32,5,0.016,31,101,0.99186,11,6
0.39,0.24,2.7,0.017,22,80,0.99084,11.5,5
0.4,0.17,12.9,0.033,59,186,0.99754,9.4,5
0.27,0.28,9.8,0.042,61,125,0.99532,10.2,6
0.33,0.31,7.7,0.04,29,135,0.99226,12.3,5
0.33,0.28,6.1,0.018,41,103,0.99122,12.2,6
0.15,0.3,1.4,0.022,38,100,0.99099,11.4,7
0.34,0.44,8.2,0.043,54,201,0.99551,9.5,5
0.26,0.5,8,0.051,46,197,0.99536,9.5,5
0.25,0.27,17.4,0.064,29,140,0.99776,10.1,6
0.13,0.29,13.9,0.056,33,95,0.99702,9.4,6
0.18,0.3,1.1,0.033,20,57,0.99109,11,6
0.17,0.34,6.4,0.042,16,111,0.99278,10.8,6
0.18,0.3,1.1,0.033,20,57,0.99109,11,6
0.28,0.38,2,0.052,23,156,0.9912,11.1,5
0.43,0.32,8.8,0.042,18,106,0.99172,12.9,7
0.46,0.21,4,0.034,12,88,0.99016,13,6
0.23,0.18,1,0.053,13,99,0.98956,11.5,5
0.26,0.23,10.6,0.034,23,111,0.99274,11.5,7
0.15,0.29,16.4,0.058,45,110,0.9978,9.7,6
0.41,0.22,4.8,0.052,49,142,0.9946,9.2,5
0.41,0.22,4.8,0.052,49,142,0.9946,9.2,5
0.34,0.28,4,0.028,46,100,0.98958,13.2,7
0.37,0.25,2.5,0.028,24,84,0.9909,11.7,6
0.17,0.29,3.1,0.03,32,123,0.98913,13.7,7
0.2,0.23,1.5,0.037,38,93,0.99021,12,6
0.12,0.27,4.8,0.03,40,110,0.99226,12.1,6
0.2,0.23,1.5,0.037,38,93,0.99021,12,6
0.25,0.26,7.2,0.048,52,207,0.99587,9.2,5
0.23,0.32,1.3,0.048,59,113,0.99178,11,6
